lemma,pos,level,source
gifted,adjective,B1,cefr_j
giggle,noun,B1,cefr_j
giveaway,noun,B2,cefr_j
glacis,noun,B2,cefr_j
glamorous/glamourous,adjective,B2,cefr_j
glance,noun,B1,cefr_j
glance,verb,B1,cefr_j
glare,noun,B2,cefr_j
gleam,noun,B2,cefr_j
glee,noun,B2,cefr_j
glide,noun,B1,cefr_j
glimpse,noun,B1,cefr_j
glint,noun,B1,cefr_j
global warming,noun,B2,cefr_j
globally,adverb,B2,cefr_j
glocal,adjective,B2,cefr_j
gloomy,adjective,B2,cefr_j
glorify,verb,B2,cefr_j
glorious,adjective,B1,cefr_j
glory,noun,B1,cefr_j
glove,noun,A2,cefr_j
glow,noun,B2,cefr_j
goalkeeper,noun,B1,cefr_j
godly,adjective,B2,cefr_j
golden,adjective,A2,cefr_j
golf,noun,A2,cefr_j
golfer,noun,B1,cefr_j
good afternoon,interjection,A1,cefr_j
good morning,interjection,A1,cefr_j
good night,interjection,A1,cefr_j
good-looking,adjective,A2,cefr_j
goodness,interjection,B1,cefr_j
goods,noun,B1,cefr_j
goodwill,noun,B2,cefr_j
gook,noun,B2,cefr_j
gorge,noun,B2,cefr_j
gorgeous,adjective,B1,cefr_j
gorilla,noun,B1,cefr_j
govern,verb,B1,cefr_j
governmental,adjective,B2,cefr_j
gown,noun,B1,cefr_j
grab,verb,B1,cefr_j
grace,noun,A2,cefr_j
graceful,adjective,B1,cefr_j
gracefulness,noun,B2,cefr_j
grade,noun,A1,cefr_j
grade,verb,B2,cefr_j
gradual,adjective,B2,cefr_j
gradually,adverb,A2,cefr_j
gram/gramme,noun,A2,cefr_j
grand,adjective,B2,cefr_j
granddad,noun,A2,cefr_j
grandma,noun,A1,cefr_j
grandpa,noun,A1,cefr_j
granny,noun,A2,cefr_j
grant,noun,B1,cefr_j
grant,verb,B1,cefr_j
graphic,adjective,B1,cefr_j
graphically,adverb,B2,cefr_j
graphics,noun,B1,cefr_j
grateful,adjective,A2,cefr_j
gratitude,noun,B1,cefr_j
grave,noun,B1,cefr_j
gravestone,noun,B2,cefr_j
gravy,noun,B1,cefr_j
gray/grey,adjective,A1,cefr_j
gray/grey,noun,A1,cefr_j
greatly,adverb,A2,cefr_j
greatness,noun,B2,cefr_j
greedy,adjective,A2,cefr_j
greenhouse,noun,B1,cefr_j
greet,verb,A1,cefr_j
greeting,noun,B1,cefr_j
grief,noun,B2,cefr_j
grieve,verb,B2,cefr_j
grill,noun,B1,cefr_j
grill,verb,B1,cefr_j
grilled,adjective,A2,cefr_j
grim,adjective,B2,cefr_j
grin,noun,B2,cefr_j
grip,noun,B2,cefr_j
grip,verb,B2,cefr_j
grocery store,noun,A2,cefr_j
gross,adjective,B2,cefr_j
ground floor,noun,B1,cefr_j
grouping,noun,B1,cefr_j
growing,adjective,B2,cefr_j
grown-up,adjective,B2,cefr_j
grown-up,noun,B2,cefr_j
guarantee,noun,B1,cefr_j
guarantee,verb,B2,cefr_j
guerrilla,noun,B2,cefr_j
guidance,noun,B1,cefr_j
guidebook,noun,A2,cefr_j
guideline,noun,B2,cefr_j
guilt,noun,B1,cefr_j
guilty,adjective,B1,cefr_j
gulp,noun,B2,cefr_j
gum,noun,B2,cefr_j
guy,noun,A1,cefr_j
gymnastic,adjective,B2,cefr_j
gymnastics,noun,B1,cefr_j
habitant,noun,B2,cefr_j
had,have-verb,A1,cefr_j
hail,verb,B2,cefr_j
haircut,noun,A1,cefr_j
hairdresser,noun,B1,cefr_j
hairdryer,noun,B1,cefr_j
hairy,adjective,B2,cefr_j
half,determiner,A2,cefr_j
half,pronoun,A2,cefr_j
half-price,adjective,A2,cefr_j
half-price,adverb,A2,cefr_j
hall,noun,A1,cefr_j
handbag,noun,A2,cefr_j
handball,noun,B1,cefr_j
handicapped,adjective,A2,cefr_j
handrail,noun,B2,cefr_j
handshake,noun,B1,cefr_j
handwriting,noun,B1,cefr_j
hanging,adjective,B1,cefr_j
happily,adverb,A2,cefr_j
harbor/harbour,noun,B1,cefr_j
hard drive,noun,B2,cefr_j
hardly,adverb,A2,cefr_j
hardship,noun,B1,cefr_j
hard-working,adjective,B1,cefr_j
harm,noun,B2,cefr_j
harm,verb,A2,cefr_j
harmful,adjective,A2,cefr_j
harmless,adjective,B2,cefr_j
harmony,noun,A2,cefr_j
harness,noun,B1,cefr_j
harrow,noun,B2,cefr_j
harvest,noun,A2,cefr_j
has,have-verb,A1,cefr_j
hastily,adverb,B2,cefr_j
hat,noun,A1,cefr_j
hatching,noun,B2,cefr_j
hate,noun,B1,cefr_j
hate,verb,A2,cefr_j
hatred,noun,B1,cefr_j
haunting,adjective,B2,cefr_j
have,have-verb,A1,cefr_j
have to,modal auxiliary,A1,cefr_j
haven,noun,B1,cefr_j
hazard,noun,B1,cefr_j
hazardous,adjective,B2,cefr_j
headline,noun,B1,cefr_j
headphone,noun,A2,cefr_j
headquarters,noun,B2,cefr_j
headteacher,noun,A2,cefr_j
heal,verb,B1,cefr_j
healing,adjective,B1,cefr_j
health,noun,A1,cefr_j
health care,noun,B2,cefr_j
healthy,adjective,A1,cefr_j
heap,noun,B2,cefr_j
heap,verb,B2,cefr_j
hearing,noun,B1,cefr_j
heart attack,noun,B1,cefr_j
heartbreaking,adjective,B2,cefr_j
hearted,adjective,B1,cefr_j
heartwarming/heart-warming,adjective,B2,cefr_j
hearty,adjective,B1,cefr_j
heavenly,adjective,B1,cefr_j
heavily,adverb,A2,cefr_j
hedge,noun,B2,cefr_j
helmet,noun,B1,cefr_j
helper,noun,B2,cefr_j
helpful,adjective,A2,cefr_j
helpless,adjective,B1,cefr_j
hemp,noun,B2,cefr_j
herd,noun,B1,cefr_j
heritage,noun,B2,cefr_j
hero,noun,A2,cefr_j
hesitate,verb,B1,cefr_j
hesitation,noun,B2,cefr_j
high school,noun,A2,cefr_j
highlight,noun,B2,cefr_j
highlight,verb,B1,cefr_j
highly,adverb,B1,cefr_j
high-tech/hi-tech,adjective,B2,cefr_j
hijack,noun,B2,cefr_j
hijack,verb,B2,cefr_j
hike,noun,A2,cefr_j
hiking,noun,A2,cefr_j
hill,noun,A1,cefr_j
hint,noun,B2,cefr_j
hip,noun,B1,cefr_j
hip hop/hip-hop/hiphop,noun,A2,cefr_j
hire,verb,B1,cefr_j
historian,noun,B1,cefr_j
holder,noun,B2,cefr_j
holiday,noun,A1,cefr_j
hollow,adjective,B2,cefr_j
holocaust,noun,B2,cefr_j
homeless,adjective,B1,cefr_j
hometown,noun,A1,cefr_j
homeward,adjective,B2,cefr_j
homework,noun,A1,cefr_j
hone,noun,B2,cefr_j
honest,adjective,B1,cefr_j
honestly,adverb,B1,cefr_j
honesty,noun,B1,cefr_j
honeymoon,noun,B1,cefr_j
honor/honour,noun,A2,cefr_j
honor/honour,verb,B2,cefr_j
honorable/honourable,adjective,B2,cefr_j
hood,noun,B2,cefr_j
hope,noun,A1,cefr_j
hope,verb,B1,cefr_j
hopeful,adjective,B1,cefr_j
hopefully,adverb,B1,cefr_j
hopeless,adjective,B1,cefr_j
horizon,noun,B1,cefr_j
horrible,adjective,B1,cefr_j
horrify,verb,B1,cefr_j
horror,noun,A2,cefr_j
horse,noun,A1,cefr_j
hospice,noun,B2,cefr_j
hospitable,adjective,B2,cefr_j
hospitality,noun,B2,cefr_j
hospitalize/hospitalise,verb,B2,cefr_j
hostel,noun,B1,cefr_j
hotel,noun,A1,cefr_j
hourly,adjective,B2,cefr_j
household,noun,B1,cefr_j
housekeeper,noun,B2,cefr_j
housemaster,noun,B2,cefr_j
housewife,noun,B2,cefr_j
housework,noun,B1,cefr_j
hover,verb,B2,cefr_j
hug,noun,B2,cefr_j
hug,verb,A2,cefr_j
huge,adjective,B1,cefr_j
hugely,adverb,B2,cefr_j
human rights,noun,B2,cefr_j
humane,adjective,B2,cefr_j
humanist,noun,B2,cefr_j
humanity,noun,B1,cefr_j
humanize/humanise,verb,B2,cefr_j
humble,adjective,B2,cefr_j
humbug,noun,B2,cefr_j
humiliate,verb,B2,cefr_j
humiliating,adjective,B2,cefr_j
humiliation,noun,B2,cefr_j
humor/humour,noun,B1,cefr_j
humorous,adjective,B1,cefr_j
hundred,number,A2,cefr_j
hunger,noun,B1,cefr_j
hunter,noun,A2,cefr_j
hunting,noun,B2,cefr_j
hurriedly,adverb,B1,cefr_j
hush,verb,B2,cefr_j
hygiene,noun,B2,cefr_j
ice hockey,noun,B1,cefr_j
ice skating,noun,B1,cefr_j
iceman,noun,B2,cefr_j
icy,adjective,B2,cefr_j
ideally,adverb,B2,cefr_j
identical,adjective,B2,cefr_j
identity,noun,B1,cefr_j
identity card,noun,B1,cefr_j
ideology,noun,B2,cefr_j
idle,adjective,B2,cefr_j
idol,noun,B1,cefr_j
idolize/idolise,verb,B2,cefr_j
ignorance,noun,B2,cefr_j
ignorant,adjective,B2,cefr_j
ill,adjective,A2,cefr_j
illegal,adjective,A2,cefr_j
illegally,adverb,B1,cefr_j
illness,noun,B1,cefr_j
illuminate,verb,B1,cefr_j
illustrate,verb,B2,cefr_j
illustration,noun,B2,cefr_j
imagery,noun,B2,cefr_j
imaginary,adjective,B1,cefr_j
imagination,noun,A2,cefr_j
imagine,verb,A1,cefr_j
imitate,verb,B1,cefr_j
imitation,noun,B2,cefr_j
immediate,adjective,B1,cefr_j
immediately,adverb,B1,cefr_j
immerse,verb,B2,cefr_j
immigrant,noun,B2,cefr_j
immigrate,verb,B1,cefr_j
immigration,noun,B1,cefr_j
immoral,adjective,B2,cefr_j
immortal,adjective,B2,cefr_j
immortality,noun,B2,cefr_j
impair,verb,B1,cefr_j
impartial,adjective,B2,cefr_j
impatient,adjective,A2,cefr_j
impatiently,adverb,B2,cefr_j
impermanent,adjective,B2,cefr_j
implement,noun,B2,cefr_j
implement,verb,B2,cefr_j
implication,noun,B2,cefr_j
impolite,adjective,B2,cefr_j
impolitely,adverb,B2,cefr_j
importance,noun,A2,cefr_j
importantly,adverb,A2,cefr_j
impossibility,noun,B2,cefr_j
impossible,adjective,A2,cefr_j
impractical,adjective,B2,cefr_j
impress,verb,A2,cefr_j
impressed,adjective,B2,cefr_j
impression,noun,B1,cefr_j
impressionism,noun,B2,cefr_j
impressionist,noun,B2,cefr_j
impressive,adjective,B1,cefr_j
imprison,verb,B2,cefr_j
imprisonment,noun,B2,cefr_j
improbable,adjective,B2,cefr_j
improper,adjective,B1,cefr_j
improperly,adverb,B2,cefr_j
improve,verb,A2,cefr_j
improved,adjective,B2,cefr_j
improvement,noun,B1,cefr_j
impulse,noun,B2,cefr_j
impulsive,adjective,B2,cefr_j
inaccurate,adjective,B2,cefr_j
inadequate,adjective,B2,cefr_j
inanimate,adjective,B2,cefr_j
inborn,adjective,B2,cefr_j
incentive,noun,B2,cefr_j
incident,noun,B1,cefr_j
including,preposition,B1,cefr_j
income,noun,B1,cefr_j
inconvenient,adjective,B1,cefr_j
incorrect,adjective,B1,cefr_j
increasingly,adverb,B1,cefr_j
incredible,adjective,B1,cefr_j
incredibly,adverb,B1,cefr_j
incur,verb,B2,cefr_j
incurable,adjective,B2,cefr_j
indebted,adjective,B2,cefr_j
indeed,adverb,A2,cefr_j
indent,verb,B2,cefr_j
independence,noun,A2,cefr_j
independently,adverb,B2,cefr_j
indescribable,adjective,B2,cefr_j
indicate,verb,A2,cefr_j
indifferent,adjective,B2,cefr_j
indignity,noun,B2,cefr_j
indirect,adjective,B1,cefr_j
indirectly,adverb,B1,cefr_j
indispensable,adjective,B2,cefr_j
indoor,adjective,A2,cefr_j
indoors,adverb,B1,cefr_j
indulgent,adjective,B2,cefr_j
industrialize/industrialise,verb,B2,cefr_j
industry,noun,B1,cefr_j
ineffective,adjective,B2,cefr_j
inert,adjective,B2,cefr_j
inexpensive,adjective,A2,cefr_j
inexperienced,adjective,B2,cefr_j
infant,noun,B2,cefr_j
infect,verb,B2,cefr_j
infected,adjective,B2,cefr_j
infection,noun,B1,cefr_j
infectious,adjective,B2,cefr_j
inference,noun,B2,cefr_j
inflammation,noun,B2,cefr_j
inflammatory,adjective,B2,cefr_j
inflate,verb,B2,cefr_j
influential,adjective,B2,cefr_j
inform,verb,B1,cefr_j
informal,adjective,B2,cefr_j
informative,adjective,B1,cefr_j
infringe,verb,B2,cefr_j
infringement,noun,B2,cefr_j
ingredient,noun,B1,cefr_j
inhabit,verb,B2,cefr_j
inhabitant,noun,B1,cefr_j
inhale,verb,B1,cefr_j
initial,adjective,B2,cefr_j
initial,noun,B1,cefr_j
initially,adverb,B1,cefr_j
initiative,noun,B2,cefr_j
inject,verb,B1,cefr_j
injection,noun,B2,cefr_j
injured,adjective,B2,cefr_j
injury,noun,B1,cefr_j
innate,adjective,B2,cefr_j
inner,adjective,A2,cefr_j
innermost,adjective,B1,cefr_j
innocent,adjective,B1,cefr_j
innocently,adverb,B2,cefr_j
innovation,noun,B2,cefr_j
innovative,adjective,B2,cefr_j
innovator,noun,B1,cefr_j
inquire/enquire,verb,B2,cefr_j
inquiry/enquiry,noun,B1,cefr_j
insane,adjective,B1,cefr_j
inscribe,verb,B1,cefr_j
inscription,noun,B1,cefr_j
inseparable,adjective,B2,cefr_j
inside,adjective,B2,cefr_j
inside,adverb,A2,cefr_j
inside,noun,B2,cefr_j
inside,preposition,A1,cefr_j
insight,noun,B1,cefr_j
insist,verb,B1,cefr_j
inspect,verb,B2,cefr_j
inspection,noun,B1,cefr_j
inspector,noun,B2,cefr_j
inspiration,noun,A2,cefr_j
inspirational,adjective,B2,cefr_j
inspire,verb,B1,cefr_j
install/instal,verb,B1,cefr_j
instance,noun,B1,cefr_j
instant,adjective,A2,cefr_j
instantly,adverb,B2,cefr_j
instead,adverb,A2,cefr_j
instead of,preposition,B1,cefr_j
instill/instil,verb,B2,cefr_j
instinct,noun,B2,cefr_j
institute,noun,B1,cefr_j
institution,noun,B2,cefr_j
instruct,verb,B2,cefr_j
instruction,noun,B1,cefr_j
instructor,noun,B1,cefr_j
insufficient,adjective,B2,cefr_j
insult,noun,B2,cefr_j
insult,verb,B2,cefr_j
insurance,noun,B1,cefr_j
integrate,verb,B2,cefr_j
intellectual,adjective,B2,cefr_j
intellectual,noun,B2,cefr_j
intelligence,noun,A2,cefr_j
intend,verb,B1,cefr_j
intense,adjective,B1,cefr_j
intention,noun,B1,cefr_j
intentionally,adverb,B1,cefr_j
interact,verb,B1,cefr_j
interaction,noun,B1,cefr_j
interactive,adjective,B2,cefr_j
interested,adjective,A1,cefr_j
interesting,adjective,A1,cefr_j
interfere,verb,B2,cefr_j
intermediate,adjective,B1,cefr_j
international,adjective,A2,cefr_j
internationally,adverb,B1,cefr_j
Internet/internet,noun,A1,cefr_j
interpersonal,adjective,B2,cefr_j
interpret,verb,B2,cefr_j
interpretation,noun,B2,cefr_j
interrupt,verb,B1,cefr_j
interruption,noun,B2,cefr_j
interview,noun,A1,cefr_j
interview,verb,B1,cefr_j
interviewee,noun,B1,cefr_j
interviewer,noun,A1,cefr_j
intimate,adjective,B2,cefr_j
into,preposition,A1,cefr_j
intransitive,adjective,B2,cefr_j
intravenous,adjective,B2,cefr_j
introduce,verb,A1,cefr_j
introduction,noun,B1,cefr_j
intrude,verb,B2,cefr_j
intruder,noun,B2,cefr_j
intrusion,noun,B2,cefr_j
invade,verb,A2,cefr_j
invariably,adverb,B2,cefr_j
invasion,noun,B1,cefr_j
invention,noun,A2,cefr_j
inventor,noun,B2,cefr_j
inverted commas,noun,B2,cefr_j
investigation,noun,B1,cefr_j
investigator,noun,B2,cefr_j
invitation,noun,B1,cefr_j
invite,verb,A2,cefr_j
invitingly,adverb,B2,cefr_j
invoke,verb,B2,cefr_j
involuntarily,adverb,B1,cefr_j
involve,verb,B1,cefr_j
involved,adjective,B1,cefr_j
involvement,noun,B2,cefr_j
ironically,adverb,B2,cefr_j
ironing,noun,B1,cefr_j
irresistible,adjective,B2,cefr_j
irresistibly,adverb,B2,cefr_j
irresponsible,adjective,B2,cefr_j
irritate,verb,B1,cefr_j
irritated,adjective,B2,cefr_j
irritating,adjective,B2,cefr_j
irritation,noun,B2,cefr_j
is,be-verb,A1,cefr_j
islander,noun,B2,cefr_j
isle,noun,B1,cefr_j
isolation,noun,B1,cefr_j
issue,noun,A2,cefr_j
issue,verb,B2,cefr_j
italicize/italicise,verb,B2,cefr_j
itch,verb,B2,cefr_j
item,noun,A1,cefr_j
jacket,noun,A1,cefr_j
jade,noun,B1,cefr_j
jail/gaol,noun,B1,cefr_j
jar,noun,B1,cefr_j
jazz,noun,B1,cefr_j
jealous,adjective,B1,cefr_j
jealously,adverb,B2,cefr_j
jeans,noun,A1,cefr_j
jeopardize/jeopardise,verb,B2,cefr_j
jeweler/jeweller,noun,B2,cefr_j
jewelry/jewellery,noun,A1,cefr_j
jog,noun,B2,cefr_j
jog,verb,B1,cefr_j
jogging,noun,B1,cefr_j
joint,adjective,B1,cefr_j
joint,noun,B2,cefr_j
joke,noun,A2,cefr_j
joke,verb,B1,cefr_j
journal,noun,B1,cefr_j
journalism,noun,B2,cefr_j
journalist,noun,B1,cefr_j
judgment/judgement,noun,B1,cefr_j
jug,noun,B1,cefr_j
juicy,adjective,B1,cefr_j
jumper,noun,B1,cefr_j
jungle,noun,B1,cefr_j
junior,adjective,A2,cefr_j
junk,noun,A2,cefr_j
junk food,noun,B2,cefr_j
juror,noun,B2,cefr_j
jury,noun,B2,cefr_j
justice,noun,B1,cefr_j
justify,verb,B2,cefr_j
karaoke,noun,B2,cefr_j
keeper,noun,B2,cefr_j
kettle,noun,B1,cefr_j
keystroke,noun,B2,cefr_j
killing,noun,B1,cefr_j
kilogram/kilogramme,noun,A2,cefr_j
kilometer/kilometre,noun,A2,cefr_j
kindly,adjective,A2,cefr_j
kindly,adverb,B1,cefr_j
kindness,noun,B1,cefr_j
kit,noun,A2,cefr_j
kitchen,noun,A1,cefr_j
kite,noun,A1,cefr_j
knowingly,adverb,B2,cefr_j
lab,noun,B1,cefr_j
labor/labour,noun,A2,cefr_j
laboratory,noun,B1,cefr_j
laborer/labourer,noun,B2,cefr_j
lack,noun,A2,cefr_j
lack,verb,B2,cefr_j
ladder,noun,B1,cefr_j
lame,adjective,B2,cefr_j
lamp,noun,A2,cefr_j
lance,noun,B2,cefr_j
landing,noun,B2,cefr_j
landlady,noun,B2,cefr_j
landlord,noun,B1,cefr_j
landscape,noun,A2,cefr_j
landslide,noun,B2,cefr_j
lap,noun,B2,cefr_j
laptop,noun,B2,cefr_j
large,adjective,A1,cefr_j
largely,adverb,B1,cefr_j
last,pronoun,A2,cefr_j
last minute,noun,B2,cefr_j
lasting,adjective,B1,cefr_j
lastly,adverb,B2,cefr_j
last-minute,adjective,B2,cefr_j
late,adjective,A1,cefr_j
late,adverb,A1,cefr_j
latecomer,noun,B1,cefr_j
lately,adverb,B1,cefr_j
later,adjective,B2,cefr_j
later,adverb,A1,cefr_j
latest,adjective,A2,cefr_j
latter,adjective,B2,cefr_j
latter,adverb,A2,cefr_j
latter,pronoun,A2,cefr_j
lawful,adjective,B1,cefr_j
lawmaker,noun,B2,cefr_j
lawn,noun,B2,cefr_j
lawsuit,noun,B2,cefr_j
layabout,noun,B2,cefr_j
layer,noun,B1,cefr_j
laziness,noun,A2,cefr_j
lazy,adjective,A1,cefr_j
leadership,noun,B1,cefr_j
leading,adjective,B1,cefr_j
leak,noun,B2,cefr_j
leak,verb,B2,cefr_j
learner,noun,A2,cefr_j
learning,noun,B2,cefr_j
lease,noun,B2,cefr_j
leash,noun,B2,cefr_j
lecture,noun,B1,cefr_j
lecturer,noun,B2,cefr_j
leek,noun,B2,cefr_j
left-hand,adjective,A2,cefr_j
legally,adverb,B1,cefr_j
legendary,adjective,B2,cefr_j
legislate,verb,B2,cefr_j
legislation,noun,B2,cefr_j
legislative,adjective,B2,cefr_j
legislator,noun,B2,cefr_j
legislature,noun,B2,cefr_j
legitimate,adjective,B2,cefr_j
leisure,noun,A2,cefr_j
leisurely,adverb,B2,cefr_j
lengthen,verb,B2,cefr_j
lengthy,adjective,B2,cefr_j
less,pronoun,A2,cefr_j
lessen,verb,B1,cefr_j
lesson,noun,A1,cefr_j
lest,conjunction,B2,cefr_j
lettuce,noun,B1,cefr_j
level,adjective,B1,cefr_j
level,noun,A2,cefr_j
level,verb,B2,cefr_j
liberate,verb,B1,cefr_j
liberation,noun,B1,cefr_j
liberty,noun,A2,cefr_j
librarian,noun,B1,cefr_j
license/licence,verb,A2,cefr_j
lick,verb,B2,cefr_j
lifeguard,noun,B1,cefr_j
lifeless,adjective,B2,cefr_j
lifelong,adjective,B1,cefr_j
lifestyle,noun,A2,cefr_j
lighten,verb,B2,cefr_j
lighter,noun,B1,cefr_j
lighting,noun,B2,cefr_j
lightly,adverb,B1,cefr_j
like,conjunction,B1,cefr_j
like,preposition,A1,cefr_j
like,verb,A1,cefr_j
likely,adjective,A2,cefr_j
likeness,noun,B1,cefr_j
likewise,adverb,B2,cefr_j
lily,noun,A1,cefr_j
limit,noun,B1,cefr_j
limit,verb,B1,cefr_j
limitation,noun,B1,cefr_j
limited,adjective,B1,cefr_j
limp,verb,B1,cefr_j
liner,noun,B2,cefr_j
ling,noun,B2,cefr_j
linger,verb,B2,cefr_j
listener,noun,B2,cefr_j
liter/litre,noun,A2,cefr_j
literal,adjective,B2,cefr_j
literally,adverb,B2,cefr_j
literary,adjective,B1,cefr_j
literature,noun,B1,cefr_j
litter,noun,B2,cefr_j
lively,adjective,A2,cefr_j
living room,noun,A1,cefr_j
load,noun,A2,cefr_j
load,verb,B2,cefr_j
loaf,noun,B1,cefr_j
lobby,noun,B2,cefr_j
lodge,noun,B1,cefr_j
logical,adjective,A2,cefr_j
logo,noun,B1,cefr_j
loneliness,noun,B2,cefr_j
lonely,adjective,A1,cefr_j
long-distance,adjective,B2,cefr_j
long-term,adjective,B2,cefr_j
loosely,adverb,B2,cefr_j
lorry,noun,B1,cefr_j
lot,adverb,A1,cefr_j
lot,noun,A2,cefr_j
lot,pronoun,A1,cefr_j
lottery,noun,B1,cefr_j
loudly,adverb,A2,cefr_j
loudspeaker,noun,B1,cefr_j
lousy,adjective,B2,cefr_j
lovely,adjective,A1,cefr_j
lover,noun,A2,cefr_j
lovingly,adverb,B1,cefr_j
lower,verb,B2,cefr_j
lowland,noun,B2,cefr_j
loyal,adjective,B1,cefr_j
loyalty,noun,B1,cefr_j
luckily,adverb,A2,cefr_j
lucky,adjective,A1,cefr_j
lucrative,adjective,B2,cefr_j
lunchtime,noun,A2,cefr_j
lush,adjective,B2,cefr_j
lyric,adjective,A2,cefr_j
lyrics,noun,B2,cefr_j
'm,be-verb,A1,cefr_j
mad,adjective,A2,cefr_j
madam,noun,B2,cefr_j
madame,noun,B2,cefr_j
madness,noun,B2,cefr_j
maestro,noun,B2,cefr_j
magical,adjective,B1,cefr_j
magnify,verb,B2,cefr_j
mailbox,noun,B1,cefr_j
main course,noun,A2,cefr_j
mainly,adverb,A2,cefr_j
maintain,verb,B1,cefr_j
majority,noun,B1,cefr_j
maker,noun,A2,cefr_j
make-up,noun,A2,cefr_j
malady,noun,B2,cefr_j
malaria,noun,B2,cefr_j
mall,noun,A2,cefr_j
mama/mamma,noun,B2,cefr_j
manage,verb,A2,cefr_j
manager,noun,A2,cefr_j
manipulate,verb,B2,cefr_j
mankind,noun,B1,cefr_j
manner,noun,A2,cefr_j
mansion,noun,B2,cefr_j
manufacture,noun,B2,cefr_j
manufacture,verb,B2,cefr_j
manufacturer,noun,B2,cefr_j
manufacturing,noun,B2,cefr_j
maple,noun,B1,cefr_j
marble,noun,B1,cefr_j
margin,noun,B2,cefr_j
marked,adjective,B1,cefr_j
marketing,noun,B2,cefr_j
marry,verb,A2,cefr_j
martial art,noun,B2,cefr_j
marvelous/marvellous,adjective,A2,cefr_j
massive,adjective,B1,cefr_j
master,noun,B2,cefr_j
masterpiece,noun,B2,cefr_j
mastery,noun,B2,cefr_j
match,noun,A1,cefr_j
match,verb,B1,cefr_j
material,noun,A2,cefr_j
math/maths,noun,A1,cefr_j
mathematical,adjective,B2,cefr_j
mathematician,noun,B1,cefr_j
mathematics,noun,B1,cefr_j
mature,adjective,B2,cefr_j
mausoleum,noun,B2,cefr_j
max,noun,A2,cefr_j
may,modal auxiliary,A1,cefr_j
maybe,adverb,A1,cefr_j
mean,adjective,A2,cefr_j
mean,noun,B2,cefr_j
mean,verb,A1,cefr_j
meaning,noun,A2,cefr_j
meaningful,adjective,B1,cefr_j
meanwhile,adverb,B1,cefr_j
measure,noun,B1,cefr_j
measure,verb,B1,cefr_j
mechanic,noun,B1,cefr_j
mechanical,adjective,B1,cefr_j
mechanize/mechanise,verb,B2,cefr_j
medal,noun,A2,cefr_j
media,noun,B2,cefr_j
medical,adjective,A2,cefr_j
medication,noun,B2,cefr_j
medieval/mediaeval,adjective,B2,cefr_j
mediocre,adjective,B2,cefr_j
meditate,verb,B1,cefr_j
meditation,noun,B1,cefr_j
member,noun,A2,cefr_j
membership,noun,B1,cefr_j
memorable,adjective,B1,cefr_j
memorial,noun,B2,cefr_j
memorize/memorise,verb,B1,cefr_j
mend,verb,B1,cefr_j
mentally,adverb,B1,cefr_j
mention,noun,A2,cefr_j
mention,verb,B1,cefr_j
mentor,noun,B2,cefr_j
merchant,noun,B1,cefr_j
mercy,noun,B2,cefr_j
mere,adjective,B1,cefr_j
merely,adverb,B1,cefr_j
merge,verb,B2,cefr_j
merry,adjective,A1,cefr_j
mess,noun,B1,cefr_j
mess,verb,B2,cefr_j
message,noun,A1,cefr_j
message board,noun,B1,cefr_j
messenger,noun,B2,cefr_j
messy,adjective,B1,cefr_j
meter/metre,noun,A2,cefr_j
microcomputer,noun,B2,cefr_j
micrometer/micrometre,noun,B2,cefr_j
microorganism,noun,B2,cefr_j
microphone,noun,B2,cefr_j
microscope,noun,B2,cefr_j
microscopic,adjective,B2,cefr_j
microscopy,noun,B2,cefr_j
microwave,noun,B2,cefr_j
midday,noun,A2,cefr_j
middle,adjective,A1,cefr_j
middle,noun,A2,cefr_j
middle-aged,adjective,B1,cefr_j
midst,noun,B2,cefr_j
might,modal auxiliary,A2,cefr_j
mighty,adjective,B2,cefr_j
mild,adjective,B1,cefr_j
military,adjective,A2,cefr_j
millimeter/millimetre,noun,B2,cefr_j
million,number,A2,cefr_j
millionaire,noun,B2,cefr_j
mimic,noun,B2,cefr_j
mineral,noun,B1,cefr_j
mineral water,noun,A2,cefr_j
miniature,adjective,B2,cefr_j
minimize/minimise,verb,B1,cefr_j
minority,noun,B1,cefr_j
minus,preposition,B1,cefr_j
mirror,noun,A2,cefr_j
mischief,noun,B1,cefr_j
misconception,noun,B2,cefr_j
miserable,adjective,B1,cefr_j
misery,noun,B1,cefr_j
misfortune,noun,B2,cefr_j
misleading,adjective,B2,cefr_j
Miss,noun,A1,cefr_j
miss,verb,A1,cefr_j
missile,noun,B2,cefr_j
missing,adjective,A2,cefr_j
mist,noun,B2,cefr_j
mistreat,verb,B2,cefr_j
mistrustful,adjective,B2,cefr_j
misty,adjective,B1,cefr_j
misunderstanding,noun,B1,cefr_j
mix,noun,B2,cefr_j
mix,verb,A2,cefr_j
mixing bowl,noun,B1,cefr_j
mixture,noun,B2,cefr_j
mobility,noun,B2,cefr_j
modal verb/modal,noun,B1,cefr_j
model,adjective,B1,cefr_j
model,noun,A2,cefr_j
model,verb,B1,cefr_j
moderate,adjective,B1,cefr_j
modern,adjective,A2,cefr_j
modernization/modernisation,noun,B2,cefr_j
modernize/modernise,verb,B2,cefr_j
modification,noun,B2,cefr_j
modify,verb,B1,cefr_j
mogul,noun,B2,cefr_j
mold/mould,noun,B2,cefr_j
molecule,noun,B1,cefr_j
mom,noun,A1,cefr_j
momentarily,adverb,B2,cefr_j
momentary,adjective,B2,cefr_j
